tenant,item_code,uom,conversion_factor,is_stock_uom
acme,ACM-HEXB0690,Pcs,1.0,1
acme,ACM-HEXB0690,Carton,12.0,0
acme,ACM-HEXB0028,Pcs,1.0,1
acme,ACM-HEXB0028,Carton,6.0,0
acme,ACM-SELF0529,Packet,1.0,1
acme,ACM-SELF0529,Carton,50.0,0
acme,ACM-NITR0569,Box,1.0,1
acme,ACM-PVCP0547,Length,1.0,1
acme,ACM-HEXB0771,Pcs,1.0,1
acme,ACM-HEXB0771,Carton,6.0,0
acme,ACM-NITR0331,Box,1.0,1
acme,ACM-HEXB0083,Pcs,1.0,1
acme,ACM-HEXB0083,Carton,100.0,0
acme,ACM-PVCP0075,Length,1.0,1
acme,ACM-MASK1045,Roll,1.0,1
acme,ACM-MASK1045,Carton,12.0,0
acme,ACM-HEXB0445-OLD,Pcs,1.0,1
acme,ACM-HEXB0445-OLD,Carton,50.0,0
acme,ACM-HOSE0372,Pcs,1.0,1
acme,ACM-HOSE0372,Carton,6.0,0
acme,ACM-WALL0680,Packet,1.0,1
acme,ACM-WALL0680,Carton,100.0,0
acme,ACM-HEXB0764,Pcs,1.0,1
acme,ACM-HEXB0764,Carton,100.0,0
acme,ACM-HEXB0710,Pcs,1.0,1
acme,ACM-HEXB0710,Carton,100.0,0
acme,ACM-CABL0895,Packet,1.0,1
acme,ACM-CABL0895,Carton,50.0,0
acme,ACM-GIWI0789,Kg,1.0,1
acme,ACM-WALL0907,Packet,1.0,1
acme,ACM-WALL0907,Carton,10.0,0
acme,ACM-MASK0878,Roll,1.0,1
acme,ACM-MASK0878,Carton,100.0,0
acme,ACM-NITR0487,Box,1.0,1
acme,ACM-HEXB0253,Pcs,1.0,1
acme,ACM-HEXB0253,Carton,10.0,0
acme,ACM-WALL0684,Packet,1.0,1
acme,ACM-WALL0684,Carton,24.0,0
acme,ACM-SELF0229,Packet,1.0,1
acme,ACM-SELF0229,Carton,100.0,0
acme,ACM-HEXB0806,Pcs,1.0,1
acme,ACM-HEXB0806,Carton,10.0,0
acme,ACM-HEXB1044-OLD,Pcs,1.0,1
acme,ACM-HEXB1044-OLD,Carton,100.0,0
acme,ACM-HEXB0456,Pcs,1.0,1
acme,ACM-HEXB0456,Carton,12.0,0
acme,ACM-BALL0729,Nos,1.0,1
acme,ACM-BALL0729,Carton,24.0,0
acme,ACM-MISC007,Nos,1.0,1
acme,ACM-CABL0635,Packet,1.0,1
acme,ACM-CABL0635,Carton,10.0,0
acme,ACM-HEXB0038,Pcs,1.0,1
acme,ACM-HEXB0038,Carton,100.0,0
acme,ACM-CABL0251,Packet,1.0,1
acme,ACM-CABL0251,Carton,10.0,0
acme,ACM-MASK0342,Roll,1.0,1
acme,ACM-MASK0342,Carton,10.0,0
acme,ACM-MASK0521,Roll,1.0,1
acme,ACM-MASK0521,Carton,24.0,0
acme,ACM-PVCP0171,Length,1.0,1
acme,ACM-HOSE0597,Pcs,1.0,1
acme,ACM-HOSE0597,Carton,50.0,0
acme,ACM-PVCP0541,Length,1.0,1
acme,ACM-HEXB0787,Pcs,1.0,1
acme,ACM-HEXB0787,Carton,50.0,0
acme,ACM-PVCP0166,Length,1.0,1
acme,ACM-MISC002,Nos,1.0,1
acme,ACM-HEXB0231,Pcs,1.0,1
acme,ACM-HEXB0231,Carton,12.0,0
acme,ACM-HEXB0479,Pcs,1.0,1
acme,ACM-HEXB0479,Carton,50.0,0
acme,ACM-WALL0047,Packet,1.0,1
acme,ACM-WALL0047,Carton,12.0,0
acme,ACM-NITR0366,Box,1.0,1
acme,ACM-GIWI0728,Kg,1.0,1
acme,ACM-NITR0406,Box,1.0,1
acme,ACM-WALL0029,Packet,1.0,1
acme,ACM-WALL0029,Carton,12.0,0
acme,ACM-HEXB0332,Pcs,1.0,1
acme,ACM-HEXB0332,Carton,6.0,0
acme,ACM-WALL0264,Packet,1.0,1
acme,ACM-WALL0264,Carton,10.0,0
acme,ACM-CABL0245,Packet,1.0,1
acme,ACM-CABL0245,Carton,100.0,0
acme,ACM-WALL0664,Packet,1.0,1
acme,ACM-WALL0664,Carton,24.0,0
acme,ACM-HEXB0734,Pcs,1.0,1
acme,ACM-HEXB0734,Carton,6.0,0
acme,ACM-NITR0262,Box,1.0,1
acme,ACM-GIWI0389,Kg,1.0,1
acme,ACM-CABL0843,Packet,1.0,1
acme,ACM-CABL0843,Carton,10.0,0
acme,ACM-MASK1058,Roll,1.0,1
acme,ACM-MASK1058,Carton,6.0,0
acme,ACM-CABL1003,Packet,1.0,1
acme,ACM-CABL1003,Carton,6.0,0
acme,ACM-PVCP0846,Length,1.0,1
acme,ACM-SELF0250,Packet,1.0,1
acme,ACM-SELF0250,Carton,6.0,0
acme,ACM-ANGL0473,Packet,1.0,1
acme,ACM-ANGL0473,Carton,6.0,0
acme,ACM-NITR1012,Box,1.0,1
acme,ACM-BALL0346,Nos,1.0,1
acme,ACM-BALL0346,Carton,24.0,0
acme,ACM-CABL0697,Packet,1.0,1
acme,ACM-CABL0697,Carton,100.0,0
acme,ACM-PVCP0709,Length,1.0,1
acme,ACM-PVCP1065,Length,1.0,1
acme,ACM-ANGL0016,Packet,1.0,1
acme,ACM-ANGL0016,Carton,24.0,0
acme,ACM-SELF1053,Packet,1.0,1
acme,ACM-SELF1053,Carton,12.0,0
acme,ACM-PVCP0441,Length,1.0,1
acme,ACM-BALL0865,Nos,1.0,1
acme,ACM-BALL0865,Carton,6.0,0
acme,ACM-SAFE0798,Nos,1.0,1
acme,ACM-SAFE0798,Carton,100.0,0
acme,ACM-GIWI0113,Kg,1.0,1
acme,ACM-PVCP0347,Length,1.0,1
acme,ACM-CABL1050,Packet,1.0,1
acme,ACM-CABL1050,Carton,6.0,0
acme,ACM-HEXB0628,Pcs,1.0,1
acme,ACM-HEXB0628,Carton,6.0,0
acme,ACM-PVCP0447,Length,1.0,1
acme,ACM-MASK0931,Roll,1.0,1
acme,ACM-MASK0931,Carton,50.0,0
acme,ACM-BALL0334,Nos,1.0,1
acme,ACM-BALL0334,Carton,6.0,0
acme,ACM-BALL0946,Nos,1.0,1
acme,ACM-BALL0946,Carton,10.0,0
acme,ACM-PVCP1054,Length,1.0,1
acme,ACM-SAFE1043,Nos,1.0,1
acme,ACM-SAFE1043,Carton,6.0,0
acme,ACM-HEXB0675B,Pcs,1.0,1
acme,ACM-HEXB0675B,Carton,144.0,0
acme,ACM-SAFE0024,Nos,1.0,1
acme,ACM-SAFE0024,Carton,24.0,0
acme,ACM-HEXB0882,Pcs,1.0,1
acme,ACM-HEXB0882,Carton,24.0,0
acme,ACM-HEXB0462,Pcs,1.0,1
acme,ACM-HEXB0462,Carton,24.0,0
acme,ACM-ANGL0118,Packet,1.0,1
acme,ACM-ANGL0118,Carton,100.0,0
acme,ACM-SELF0918,Packet,1.0,1
acme,ACM-SELF0918,Carton,12.0,0
acme,ACM-HOSE0693,Pcs,1.0,1
acme,ACM-HOSE0693,Carton,100.0,0
acme,ACM-PVCP0025,Length,1.0,1
acme,ACM-SAFE0388,Nos,1.0,1
acme,ACM-SAFE0388,Carton,24.0,0
acme,ACM-HEXB0762,Pcs,1.0,1
acme,ACM-HEXB0762,Carton,50.0,0
acme,ACM-SELF0868,Packet,1.0,1
acme,ACM-SELF0868,Carton,24.0,0
acme,ACM-GIWI0742,Kg,1.0,1
acme,ACM-HEXB0458,Pcs,1.0,1
acme,ACM-HEXB0458,Carton,12.0,0
acme,ACM-GIWI1067,Kg,1.0,1
acme,ACM-GIWI0226,Kg,1.0,1
acme,ACM-BALL0954,Nos,1.0,1
acme,ACM-BALL0954,Carton,12.0,0
acme,ACM-HEXB0358,Pcs,1.0,1
acme,ACM-HEXB0358,Carton,100.0,0
acme,ACM-SELF0648,Packet,1.0,1
acme,ACM-SELF0648,Carton,6.0,0
acme,ACM-SELF0636,Packet,1.0,1
acme,ACM-SELF0636,Carton,50.0,0
acme,ACM-SELF0400,Packet,1.0,1
acme,ACM-SELF0400,Carton,12.0,0
acme,ACM-SELF0105,Packet,1.0,1
acme,ACM-SELF0105,Carton,10.0,0
acme,ACM-ANGL1027,Packet,1.0,1
acme,ACM-ANGL1027,Carton,24.0,0
acme,ACM-BALL0741,Nos,1.0,1
acme,ACM-BALL0741,Carton,10.0,0
acme,ACM-SELF0263,Packet,1.0,1
acme,ACM-SELF0263,Carton,6.0,0
acme,ACM-GIWI0841,Kg,1.0,1
acme,ACM-HEXB0207,Pcs,1.0,1
acme,ACM-HEXB0207,Carton,100.0,0
acme,ACM-HOSE0823,Pcs,1.0,1
acme,ACM-HOSE0823,Carton,50.0,0
acme,ACM-PVCP0301,Length,1.0,1
acme,ACM-WALL0730,Packet,1.0,1
acme,ACM-WALL0730,Carton,100.0,0
acme,ACM-WALL0094,Packet,1.0,1
acme,ACM-WALL0094,Carton,100.0,0
acme,ACM-HEXB0404,Pcs,1.0,1
acme,ACM-HEXB0404,Carton,10.0,0
acme,ACM-BALL0384,Nos,1.0,1
acme,ACM-BALL0384,Carton,6.0,0
acme,ACM-SELF0302B,Packet,1.0,1
acme,ACM-SELF0302B,Carton,144.0,0
acme,ACM-WALL0809,Packet,1.0,1
acme,ACM-WALL0809,Carton,100.0,0
acme,ACM-ANGL1068,Packet,1.0,1
acme,ACM-ANGL1068,Carton,100.0,0
acme,ACM-ANGL0533,Packet,1.0,1
acme,ACM-ANGL0533,Carton,6.0,0
acme,ACM-ANGL0007,Packet,1.0,1
acme,ACM-ANGL0007,Carton,10.0,0
acme,ACM-SELF0056,Packet,1.0,1
acme,ACM-SELF0056,Carton,6.0,0
acme,ACM-BALL0315,Nos,1.0,1
acme,ACM-BALL0315,Carton,6.0,0
acme,ACM-ANGL0020,Packet,1.0,1
acme,ACM-ANGL0020,Carton,24.0,0
acme,ACM-NITR0617,Box,1.0,1
acme,ACM-HOSE0546,Pcs,1.0,1
acme,ACM-HOSE0546,Carton,50.0,0
acme,ACM-CABL0423,Packet,1.0,1
acme,ACM-CABL0423,Carton,24.0,0
acme,ACM-HOSE0980B,Pcs,1.0,1
acme,ACM-HOSE0980B,Carton,144.0,0
acme,ACM-HEXB0634,Pcs,1.0,1
acme,ACM-HEXB0634,Carton,24.0,0
acme,ACM-GIWI0627,Kg,1.0,1
acme,ACM-HOSE0243,Pcs,1.0,1
acme,ACM-HOSE0243,Carton,6.0,0
acme,ACM-CABL0390,Packet,1.0,1
acme,ACM-CABL0390,Carton,50.0,0
acme,ACM-PVCP0220,Length,1.0,1
acme,ACM-CABL0422,Packet,1.0,1
acme,ACM-CABL0422,Carton,24.0,0
acme,ACM-HEXB0004,Pcs,1.0,1
acme,ACM-HEXB0004,Carton,24.0,0
acme,ACM-SAFE0988,Nos,1.0,1
acme,ACM-SAFE0988,Carton,12.0,0
acme,ACM-PVCP0825,Length,1.0,1
acme,ACM-GIWI0567,Kg,1.0,1
acme,ACM-PVCP0727,Length,1.0,1
acme,ACM-ANGL0033,Packet,1.0,1
acme,ACM-ANGL0033,Carton,24.0,0
acme,ACM-HEXB0320,Pcs,1.0,1
acme,ACM-HEXB0320,Carton,10.0,0
acme,ACM-HEXB0780,Pcs,1.0,1
acme,ACM-HEXB0780,Carton,50.0,0
acme,ACM-SAFE0110,Nos,1.0,1
acme,ACM-SAFE0110,Carton,50.0,0
acme,ACM-WALL0186,Packet,1.0,1
acme,ACM-WALL0186,Carton,10.0,0
acme,ACM-HEXB0216,Pcs,1.0,1
acme,ACM-HEXB0216,Carton,100.0,0
acme,ACM-CABL0187,Packet,1.0,1
acme,ACM-CABL0187,Carton,6.0,0
acme,ACM-HEXB0153,Pcs,1.0,1
acme,ACM-HEXB0153,Carton,10.0,0
acme,ACM-HEXB0022,Pcs,1.0,1
acme,ACM-HEXB0022,Carton,100.0,0
acme,ACM-PVCP0719,Length,1.0,1
acme,ACM-HEXB0225,Pcs,1.0,1
acme,ACM-HEXB0225,Carton,50.0,0
acme,ACM-NITR0513,Box,1.0,1
acme,ACM-GIWI0888,Kg,1.0,1
acme,ACM-HEXB0086,Pcs,1.0,1
acme,ACM-HEXB0086,Carton,12.0,0
acme,ACM-SAFE0819,Nos,1.0,1
acme,ACM-SAFE0819,Carton,50.0,0
acme,ACM-GIWI0409,Kg,1.0,1
acme,ACM-HEXB0267,Pcs,1.0,1
acme,ACM-HEXB0267,Carton,6.0,0
acme,ACM-MASK0839,Roll,1.0,1
acme,ACM-MASK0839,Carton,100.0,0
acme,ACM-WALL0524,Packet,1.0,1
acme,ACM-WALL0524,Carton,6.0,0
acme,ACM-GIWI0661,Kg,1.0,1
acme,ACM-HEXB0676,Pcs,1.0,1
acme,ACM-HEXB0676,Carton,50.0,0
acme,ACM-CABL0034,Packet,1.0,1
acme,ACM-CABL0034,Carton,24.0,0
acme,ACM-PVCP0561-OLD,Length,1.0,1
acme,ACM-SELF0242,Packet,1.0,1
acme,ACM-SELF0242,Carton,6.0,0
acme,ACM-HEXB0427,Pcs,1.0,1
acme,ACM-HEXB0427,Carton,100.0,0
acme,ACM-SAFE0731,Nos,1.0,1
acme,ACM-SAFE0731,Carton,50.0,0
acme,ACM-HEXB0155,Pcs,1.0,1
acme,ACM-HEXB0155,Carton,12.0,0
acme,ACM-BALL0294,Nos,1.0,1
acme,ACM-BALL0294,Carton,12.0,0
acme,ACM-HOSE0296,Pcs,1.0,1
acme,ACM-HOSE0296,Carton,24.0,0
acme,ACM-CABL0013,Packet,1.0,1
acme,ACM-CABL0013,Carton,6.0,0
acme,ACM-NITR0881,Box,1.0,1
acme,ACM-CABL1048,Packet,1.0,1
acme,ACM-CABL1048,Carton,50.0,0
acme,ACM-HOSE0821,Pcs,1.0,1
acme,ACM-HOSE0821,Carton,6.0,0
acme,ACM-PVCP0754,Length,1.0,1
acme,ACM-PVCP0070,Length,1.0,1
acme,ACM-HEXB0290,Pcs,1.0,1
acme,ACM-HEXB0290,Carton,12.0,0
acme,ACM-CABL0540,Packet,1.0,1
acme,ACM-CABL0540,Carton,50.0,0
acme,ACM-MASK0596,Roll,1.0,1
acme,ACM-MASK0596,Carton,100.0,0
acme,ACM-ANGL0963,Packet,1.0,1
acme,ACM-ANGL0963,Carton,24.0,0
acme,ACM-WALL0285,Packet,1.0,1
acme,ACM-WALL0285,Carton,12.0,0
acme,ACM-HOSE0850,Pcs,1.0,1
acme,ACM-HOSE0850,Carton,10.0,0
acme,ACM-WALL0730-OLD,Packet,1.0,1
acme,ACM-WALL0730-OLD,Carton,100.0,0
acme,ACM-CABL0830,Packet,1.0,1
acme,ACM-CABL0830,Carton,24.0,0
acme,ACM-SELF0233,Packet,1.0,1
acme,ACM-SELF0233,Carton,24.0,0
acme,ACM-HEXB0274,Pcs,1.0,1
acme,ACM-HEXB0274,Carton,100.0,0
acme,ACM-HEXB0162,Pcs,1.0,1
acme,ACM-HEXB0162,Carton,6.0,0
acme,ACM-NITR1001,Box,1.0,1
acme,ACM-BALL0685,Nos,1.0,1
acme,ACM-BALL0685,Carton,6.0,0
acme,ACM-MASK0014,Roll,1.0,1
acme,ACM-MASK0014,Carton,50.0,0
acme,ACM-HEXB0292,Pcs,1.0,1
acme,ACM-HEXB0292,Carton,24.0,0
acme,ACM-ANGL0214,Packet,1.0,1
acme,ACM-ANGL0214,Carton,6.0,0
acme,ACM-HEXB1061,Pcs,1.0,1
acme,ACM-HEXB1061,Carton,100.0,0
acme,ACM-PVCP0275,Length,1.0,1
acme,ACM-GIWI0059,Kg,1.0,1
acme,ACM-SELF0979,Packet,1.0,1
acme,ACM-SELF0979,Carton,10.0,0
acme,ACM-HEXB0261,Pcs,1.0,1
acme,ACM-HEXB0261,Carton,12.0,0
acme,ACM-GIWI0840,Kg,1.0,1
acme,ACM-ANGL0222,Packet,1.0,1
acme,ACM-ANGL0222,Carton,6.0,0
acme,ACM-MASK0286,Roll,1.0,1
acme,ACM-MASK0286,Carton,24.0,0
acme,ACM-SAFE0523,Nos,1.0,1
acme,ACM-SAFE0523,Carton,6.0,0
acme,ACM-HEXB0998,Pcs,1.0,1
acme,ACM-HEXB0998,Carton,24.0,0
acme,ACM-ANGL0845,Packet,1.0,1
acme,ACM-ANGL0845,Carton,100.0,0
acme,ACM-HEXB0726,Pcs,1.0,1
acme,ACM-HEXB0726,Carton,6.0,0
acme,ACM-BALL0255,Nos,1.0,1
acme,ACM-BALL0255,Carton,50.0,0
acme,ACM-ANGL0217,Packet,1.0,1
acme,ACM-ANGL0217,Carton,24.0,0
acme,ACM-ANGL0985,Packet,1.0,1
acme,ACM-ANGL0985,Carton,24.0,0
acme,ACM-CABL0520,Packet,1.0,1
acme,ACM-CABL0520,Carton,10.0,0
acme,ACM-HEXB0401,Pcs,1.0,1
acme,ACM-HEXB0401,Carton,50.0,0
acme,ACM-CABL0071,Packet,1.0,1
acme,ACM-CABL0071,Carton,12.0,0
acme,ACM-SAFE0182,Nos,1.0,1
acme,ACM-SAFE0182,Carton,12.0,0
acme,ACM-HEXB0488,Pcs,1.0,1
acme,ACM-HEXB0488,Carton,6.0,0
acme,ACM-WALL0656,Packet,1.0,1
acme,ACM-WALL0656,Carton,12.0,0
acme,ACM-HEXB0748,Pcs,1.0,1
acme,ACM-HEXB0748,Carton,12.0,0
acme,ACM-BALL0213,Nos,1.0,1
acme,ACM-BALL0213,Carton,6.0,0
acme,ACM-SAFE0822,Nos,1.0,1
acme,ACM-SAFE0822,Carton,10.0,0
acme,ACM-BALL0018,Nos,1.0,1
acme,ACM-BALL0018,Carton,6.0,0
acme,ACM-PVCP0337,Length,1.0,1
acme,ACM-HEXB0873,Pcs,1.0,1
acme,ACM-HEXB0873,Carton,10.0,0
acme,ACM-HEXB0509,Pcs,1.0,1
acme,ACM-HEXB0509,Carton,12.0,0
acme,ACM-MISC003,Nos,1.0,1
acme,ACM-SAFE0381,Nos,1.0,1
acme,ACM-SAFE0381,Carton,50.0,0
acme,ACM-HEXB0800,Pcs,1.0,1
acme,ACM-HEXB0800,Carton,50.0,0
acme,ACM-BALL0575,Nos,1.0,1
acme,ACM-BALL0575,Carton,50.0,0
acme,ACM-GIWI0377,Kg,1.0,1
acme,ACM-HEXB1081,Pcs,1.0,1
acme,ACM-HEXB1081,Carton,10.0,0
acme,ACM-PVCP0412,Length,1.0,1
acme,ACM-MISC008,Nos,1.0,1
acme,ACM-ANGL0006,Packet,1.0,1
acme,ACM-ANGL0006,Carton,12.0,0
acme,ACM-WALL0429,Packet,1.0,1
acme,ACM-WALL0429,Carton,24.0,0
acme,ACM-HEXB0862,Pcs,1.0,1
acme,ACM-HEXB0862,Carton,100.0,0
acme,ACM-HEXB0668,Pcs,1.0,1
acme,ACM-HEXB0668,Carton,6.0,0
acme,ACM-ANGL1011,Packet,1.0,1
acme,ACM-ANGL1011,Carton,100.0,0
acme,ACM-BALL0045,Nos,1.0,1
acme,ACM-BALL0045,Carton,24.0,0
acme,ACM-CABL0894,Packet,1.0,1
acme,ACM-CABL0894,Carton,6.0,0
acme,ACM-HOSE0399,Pcs,1.0,1
acme,ACM-HOSE0399,Carton,6.0,0
acme,ACM-SAFE0169,Nos,1.0,1
acme,ACM-SAFE0169,Carton,50.0,0
acme,ACM-WALL0705,Packet,1.0,1
acme,ACM-WALL0705,Carton,50.0,0
acme,ACM-HEXB1099,Pcs,1.0,1
acme,ACM-HEXB1099,Carton,6.0,0
acme,ACM-BALL0622,Nos,1.0,1
acme,ACM-BALL0622,Carton,10.0,0
acme,ACM-SELF0813,Packet,1.0,1
acme,ACM-SELF0813,Carton,100.0,0
acme,ACM-ANGL0503,Packet,1.0,1
acme,ACM-ANGL0503,Carton,50.0,0
acme,ACM-BALL0364B,Nos,1.0,1
acme,ACM-BALL0364B,Carton,144.0,0
acme,ACM-HEXB0930,Pcs,1.0,1
acme,ACM-HEXB0930,Carton,24.0,0
acme,ACM-CABL0287,Packet,1.0,1
acme,ACM-CABL0287,Carton,50.0,0
acme,ACM-WALL0184,Packet,1.0,1
acme,ACM-WALL0184,Carton,12.0,0
acme,ACM-ANGL0905,Packet,1.0,1
acme,ACM-ANGL0905,Carton,24.0,0
acme,ACM-PVCP1073,Length,1.0,1
acme,ACM-BALL0208,Nos,1.0,1
acme,ACM-BALL0208,Carton,6.0,0
acme,ACM-CABL0856,Packet,1.0,1
acme,ACM-CABL0856,Carton,10.0,0
acme,ACM-WALL1006,Packet,1.0,1
acme,ACM-WALL1006,Carton,24.0,0
acme,ACM-WALL1030,Packet,1.0,1
acme,ACM-WALL1030,Carton,10.0,0
acme,ACM-BALL0802,Nos,1.0,1
acme,ACM-BALL0802,Carton,12.0,0
acme,ACM-NITR1034,Box,1.0,1
acme,ACM-WALL0651,Packet,1.0,1
acme,ACM-WALL0651,Carton,24.0,0
acme,ACM-HEXB0005,Pcs,1.0,1
acme,ACM-HEXB0005,Carton,6.0,0
acme,ACM-MASK0698,Roll,1.0,1
acme,ACM-MASK0698,Carton,100.0,0
acme,ACM-BALL0258,Nos,1.0,1
acme,ACM-BALL0258,Carton,6.0,0
acme,ACM-WALL0101,Packet,1.0,1
acme,ACM-WALL0101,Carton,10.0,0
acme,ACM-PVCP0609,Length,1.0,1
acme,ACM-PVCP0692,Length,1.0,1
acme,ACM-HEXB1086,Pcs,1.0,1
acme,ACM-HEXB1086,Carton,12.0,0
acme,ACM-PVCP1077,Length,1.0,1
acme,ACM-BALL0812,Nos,1.0,1
acme,ACM-BALL0812,Carton,10.0,0
acme,ACM-NITR0610,Box,1.0,1
acme,ACM-BALL0354,Nos,1.0,1
acme,ACM-BALL0354,Carton,6.0,0
acme,ACM-HEXB0041,Pcs,1.0,1
acme,ACM-HEXB0041,Carton,10.0,0
acme,ACM-ANGL0411,Packet,1.0,1
acme,ACM-ANGL0411,Carton,10.0,0
acme,ACM-ANGL0886,Packet,1.0,1
acme,ACM-ANGL0886,Carton,10.0,0
acme,ACM-NITR0707,Box,1.0,1
acme,ACM-BALL0551,Nos,1.0,1
acme,ACM-BALL0551,Carton,6.0,0
acme,ACM-HEXB0747,Pcs,1.0,1
acme,ACM-HEXB0747,Carton,100.0,0
acme,ACM-NITR0425,Box,1.0,1
acme,ACM-CABL0468,Packet,1.0,1
acme,ACM-CABL0468,Carton,100.0,0
acme,ACM-ANGL0753,Packet,1.0,1
acme,ACM-ANGL0753,Carton,50.0,0
acme,ACM-SELF0746,Packet,1.0,1
acme,ACM-SELF0746,Carton,6.0,0
acme,ACM-HEXB0943,Pcs,1.0,1
acme,ACM-HEXB0943,Carton,6.0,0
acme,ACM-BALL0797,Nos,1.0,1
acme,ACM-BALL0797,Carton,12.0,0
acme,ACM-MASK0286B,Roll,1.0,1
acme,ACM-MASK0286B,Carton,144.0,0
acme,ACM-CABL0545,Packet,1.0,1
acme,ACM-CABL0545,Carton,50.0,0
acme,ACM-HEXB0266,Pcs,1.0,1
acme,ACM-HEXB0266,Carton,100.0,0
acme,ACM-HEXB0198,Pcs,1.0,1
acme,ACM-HEXB0198,Carton,12.0,0
acme,ACM-ANGL0544,Packet,1.0,1
acme,ACM-ANGL0544,Carton,50.0,0
acme,ACM-HOSE0428,Pcs,1.0,1
acme,ACM-HOSE0428,Carton,50.0,0
acme,ACM-MISC000,Nos,1.0,1
acme,ACM-SAFE0152,Nos,1.0,1
acme,ACM-SAFE0152,Carton,6.0,0
acme,ACM-HEXB0476,Pcs,1.0,1
acme,ACM-HEXB0476,Carton,6.0,0
acme,ACM-BALL0042,Nos,1.0,1
acme,ACM-BALL0042,Carton,6.0,0
acme,ACM-BALL0763,Nos,1.0,1
acme,ACM-BALL0763,Carton,50.0,0
acme,ACM-HOSE0645,Pcs,1.0,1
acme,ACM-HOSE0645,Carton,100.0,0
acme,ACM-HEXB0201,Pcs,1.0,1
acme,ACM-HEXB0201,Carton,6.0,0
acme,ACM-WALL0898,Packet,1.0,1
acme,ACM-WALL0898,Carton,100.0,0
acme,ACM-HEXB1033,Pcs,1.0,1
acme,ACM-HEXB1033,Carton,100.0,0
acme,ACM-HEXB0951,Pcs,1.0,1
acme,ACM-HEXB0951,Carton,100.0,0
acme,ACM-WALL0494,Packet,1.0,1
acme,ACM-WALL0494,Carton,6.0,0
acme,ACM-BALL0413,Nos,1.0,1
acme,ACM-BALL0413,Carton,6.0,0
acme,ACM-WALL0003,Packet,1.0,1
acme,ACM-WALL0003,Carton,50.0,0
acme,ACM-PVCP0563,Length,1.0,1
acme,ACM-HEXB0554,Pcs,1.0,1
acme,ACM-HEXB0554,Carton,24.0,0
acme,ACM-ANGL0040,Packet,1.0,1
acme,ACM-ANGL0040,Carton,24.0,0
acme,ACM-NITR0715,Box,1.0,1
acme,ACM-HOSE0857,Pcs,1.0,1
acme,ACM-HOSE0857,Carton,12.0,0
acme,ACM-SAFE0483,Nos,1.0,1
acme,ACM-SAFE0483,Carton,50.0,0
acme,ACM-PVCP0306,Length,1.0,1
acme,ACM-GIWI0516,Kg,1.0,1
acme,ACM-GIWI0703,Kg,1.0,1
acme,ACM-HEXB0991,Pcs,1.0,1
acme,ACM-HEXB0991,Carton,24.0,0
acme,ACM-NITR0293,Box,1.0,1
acme,ACM-HEXB1047,Pcs,1.0,1
acme,ACM-HEXB1047,Carton,6.0,0
acme,ACM-BALL0879,Nos,1.0,1
acme,ACM-BALL0879,Carton,10.0,0
acme,ACM-HEXB0900,Pcs,1.0,1
acme,ACM-HEXB0900,Carton,12.0,0
acme,ACM-NITR0492,Box,1.0,1
acme,ACM-HOSE0440,Pcs,1.0,1
acme,ACM-HOSE0440,Carton,24.0,0
acme,ACM-GIWI0811-OLD,Kg,1.0,1
acme,ACM-CABL0382,Packet,1.0,1
acme,ACM-CABL0382,Carton,100.0,0
acme,ACM-CABL0199,Packet,1.0,1
acme,ACM-CABL0199,Carton,12.0,0
acme,ACM-HOSE0106,Pcs,1.0,1
acme,ACM-HOSE0106,Carton,50.0,0
acme,ACM-PVCP0912,Length,1.0,1
acme,ACM-SAFE0019,Nos,1.0,1
acme,ACM-SAFE0019,Carton,12.0,0
acme,ACM-CABL0588,Packet,1.0,1
acme,ACM-CABL0588,Carton,10.0,0
acme,ACM-ANGL1015,Packet,1.0,1
acme,ACM-ANGL1015,Carton,24.0,0
acme,ACM-PVCP0643,Length,1.0,1
acme,ACM-ANGL1071,Packet,1.0,1
acme,ACM-ANGL1071,Carton,10.0,0
acme,ACM-SAFE0670,Nos,1.0,1
acme,ACM-SAFE0670,Carton,24.0,0
acme,ACM-ANGL0280,Packet,1.0,1
acme,ACM-ANGL0280,Carton,6.0,0
acme,ACM-BALL0954-OLD,Nos,1.0,1
acme,ACM-BALL0954-OLD,Carton,12.0,0
acme,ACM-MASK0291,Roll,1.0,1
acme,ACM-MASK0291,Carton,6.0,0
acme,ACM-HOSE0102,Pcs,1.0,1
acme,ACM-HOSE0102,Carton,24.0,0
acme,ACM-HEXB0781,Pcs,1.0,1
acme,ACM-HEXB0781,Carton,50.0,0
acme,ACM-BALL0001,Nos,1.0,1
acme,ACM-BALL0001,Carton,6.0,0
acme,ACM-CABL0021,Packet,1.0,1
acme,ACM-CABL0021,Carton,100.0,0
acme,ACM-CABL0300,Packet,1.0,1
acme,ACM-CABL0300,Carton,50.0,0
acme,ACM-BALL0196,Nos,1.0,1
acme,ACM-BALL0196,Carton,12.0,0
acme,ACM-SAFE0474,Nos,1.0,1
acme,ACM-SAFE0474,Carton,24.0,0
acme,ACM-SAFE0847-OLD,Nos,1.0,1
acme,ACM-SAFE0847-OLD,Carton,6.0,0
acme,ACM-HEXB0932,Pcs,1.0,1
acme,ACM-HEXB0932,Carton,12.0,0
acme,ACM-ANGL0502,Packet,1.0,1
acme,ACM-ANGL0502,Carton,10.0,0
acme,ACM-HOSE0814,Pcs,1.0,1
acme,ACM-HOSE0814,Carton,6.0,0
acme,ACM-SELF0318,Packet,1.0,1
