tenant,customer_id,customer_sku,item_code,customer_description,valid_from,valid_to,source,confidence
nordic,CUST-002,002282069,NRD-PRAW0342,NORDVIK PRAWN 31/40 1KG,2026-01-01,,confirmed_order,0.72
acme,CUST-003,003014977,ACM-NITR0617,Hitex Nitrile Glove L,2026-01-01,,manual_import,0.72
acme,CUST-001,001794774,ACM-MASK0521,BOSCO MASKING TAPE 18MM GENERAL,2026-01-01,,confirmed_order,0.72
acme,CUST-005,005676456,ACM-BALL0954-OLD,"Vermont Ball Valve 3/4"" SS304",2026-01-01,,manual_import,1.0
acme,CUST-008,008916361,ACM-MASK0859,Hitex 12Mm General,2026-01-01,,inferred_match,0.72
acme,CUST-008,008128159,ACM-SAFE0847,tolsen helmet ratchet,2026-01-01,,inferred_match,0.55
acme,CUST-006,006947869,ACM-HEXB0873,M12X60 HDG,2026-01-01,,confirmed_order,0.72
acme,CUST-008,008042011,ACM-HOSE0440,Stallion Clip 13-19Mm Zinc,2026-01-01,,manual_import,1.0
acme,CUST-008,008319767,ACM-HEXB0639,hitex bolt m10x50 hdg,2026-01-01,,manual_import,0.72
acme,CUST-005,005762705,ACM-BALL0408,"Hitex Ball 3/4"" Brass",2026-01-01,,manual_import,0.55
nordic,CUST-005,005513008,NRD-CHIC0324-OLD,Chicken Breast 2kg,2026-01-01,,manual_import,1.0
acme,CUST-003,003322085,ACM-PVCP1060,TOLSEN PVC 32MM CLASS D,2026-01-01,,manual_import,0.72
acme,CUST-005,005097271,ACM-BALL0123,"Tolsen Angle Grinder Disc 4.5""",2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-008,008760253,ACM-HEXB0800,REMAX HEX M10X75 PLATED,2026-01-01,,confirmed_order,1.0
nordic,CUST-006,006540848,NRD-PRAW0025,fjordal beef 100g 24s,2026-01-01,2026-03-31,manual_import,0.55
nordic,CUST-004,004872368,NRD-CHIC0253,Nordvik Chicken 5Kg,2026-01-01,,confirmed_order,0.72
acme,CUST-005,005235558,ACM-BALL0510,"Ball Valve 1-1/4"" Brass",2026-01-01,,inferred_match,0.72
nordic,CUST-003,003314878,NRD-PRAW0141,halberg prawn 16/20 1kg,2026-01-01,,confirmed_order,1.0
nordic,CUST-005,005656584,NRD-BEEF0423,cape bay beef patty 200g 48s,2026-01-01,,manual_import,1.0
nordic,CUST-001,001916857,NRD-MOZZ0346,mozzarella 1kg,2026-01-01,,inferred_match,1.0
nordic,CUST-005,005932621,NRD-VANI0327-OLD,Ice Tub 4L,2026-01-01,,manual_import,1.0
acme,CUST-007,007428936,ACM-SAFE0579-OLD,Kanto Safety Helmet Yellow Ratchet,2026-01-01,,manual_import,1.0
nordic,CUST-003,003530845,NRD-PRAW0009,sisu,2026-01-01,,inferred_match,1.0
acme,CUST-006,006543959,ACM-PVCP0138,PIPE 15MM D,2026-01-01,,confirmed_order,1.0
acme,CUST-002,002101340,ACM-CABL0657,VERMONT CABLE TIE 100MM BLACK,2026-01-01,,manual_import,1.0
acme,CUST-006,006175773,ACM-PVCP0837,Pvc Pipe Class,2026-01-01,,confirmed_order,1.0
acme,CUST-004,004921949,ACM-BALL0740,Remax Ball Valve Pvc,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002244053,ACM-BALL0123,"VALVE 1"" PVC",2026-01-01,,confirmed_order,1.0
acme,CUST-006,006496370,ACM-MASK0521,tape 18mm general,2026-01-01,,inferred_match,0.72
nordic,CUST-005,005270990,NRD-PUFF0222,Sisu Puff Sheet 5Kg,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002351852,ACM-HOSE0191-OLD,Stallion Hose Clip 25-38mm,2026-01-01,,manual_import,1.0
acme,CUST-007,007386252,ACM-ANGL1015,angle grinder disc cutting,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003546699,ACM-BALL0946,"BALL VALVE 2"" SS304",2026-01-01,,inferred_match,1.0
acme,CUST-005,005374682,ACM-CABL0423,tolsen cable tie 370mm natural,2026-01-01,,inferred_match,1.0
nordic,CUST-006,006176595,NRD-MOZZ0400-OLD,Cape Bay Mozzarella Shredded,2026-01-01,,manual_import,1.0
nordic,CUST-006,006182545,NRD-POTA0156-OLD,Potato Fries 10mm 1kg,2026-01-01,,manual_import,1.0
acme,CUST-004,004411270,ACM-HEXB0509,HEX M10X75 STAINLESS,2026-01-01,,manual_import,1.0
nordic,CUST-002,002837485,NRD-BUTT0052,CAPE UNSALTED 250G,2026-01-01,,confirmed_order,1.0
nordic,CUST-001,001455536,NRD-BUTT0421,Sisu Butter Unsalted Sheet,2026-01-01,,manual_import,1.0
acme,CUST-004,004775539,ACM-HEXB0762-OLD,Bosco Hex M12x60 Stainless,2026-01-01,,manual_import,1.0
acme,CUST-008,008787317,ACM-PVCP0666,Stallion Pipe 40Mm,2026-01-01,,confirmed_order,0.55
acme,CUST-007,007818288,ACM-SAFE0299,Remax Safety Helmet Standard,2026-01-01,,manual_import,0.55
nordic,CUST-001,001374251,NRD-FULL0323,CREAM UHT 1L,2026-01-01,,inferred_match,0.72
acme,CUST-002,002399093,ACM-BALL0507,"ball valve 1"" brass",2026-01-01,,confirmed_order,0.55
nordic,CUST-005,005293553,NRD-BEEF0185,Beef Patty 200G 12S,2026-01-01,,inferred_match,1.0
acme,CUST-006,006511359,ACM-HEXB1097,TOLSEN HEX BOLT M10X75 316,2026-01-01,,confirmed_order,0.55
nordic,CUST-006,006264569,NRD-PUFF0244,CAPE PUFF,2026-01-01,,manual_import,1.0
nordic,CUST-006,006978903,NRD-POTA0474,Sisu Potato Fries 2.5Kg,2026-01-01,,confirmed_order,0.55
nordic,CUST-008,008218124,NRD-POTA0231,POTATO FRIES,2026-01-01,,confirmed_order,0.55
acme,CUST-002,002668002,ACM-HEXB0139,Kanto Hex Bolt M10X75 Stainless 304,2026-01-01,,inferred_match,1.0
acme,CUST-007,007374339,ACM-HOSE0367,Tolsen Pipe 40Mm Class,2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-001,001220228,ACM-SELF0922,"hitex self drilling screw #10 x 1"" stainless 410",2026-01-01,,confirmed_order,0.72
acme,CUST-005,005995308,ACM-MASK0521,BOSCO MASKING TAPE 18MM,2026-01-01,,confirmed_order,0.55
nordic,CUST-008,008844595,NRD-POTA0158,GOLDEN POTATO CRINKLE 2.5KG,2026-01-01,,inferred_match,0.72
acme,CUST-008,008271033,ACM-HOSE0704,stallion hose clip 19-25mm,2026-01-01,,confirmed_order,0.72
nordic,CUST-005,005992201,NRD-BUTT0336,Sisu Butter Block,2026-01-01,,manual_import,0.72
acme,CUST-006,006550711,ACM-PVCP0732,vermont pvc e,2026-01-01,,inferred_match,0.72
acme,CUST-001,001664099,ACM-HEXB0991,Bolt M12X60 Stainless,2026-01-01,,manual_import,1.0
acme,CUST-003,003455202,ACM-ANGL0343,"bosco angle disc 4.5"" grinding",2026-01-01,,manual_import,1.0
nordic,CUST-005,005774511,NRD-POTA0443,NORDVIK POTATO FRIES 2.5KG,2026-01-01,,confirmed_order,1.0
nordic,CUST-002,002361229,NRD-BEEF0301,beef 48s,2026-01-01,,manual_import,1.0
acme,CUST-006,006926258,ACM-GIWI0377,Hitex Gi Wire Soft,2026-01-01,,manual_import,0.55
acme,CUST-001,001752976,ACM-WALL0002,WALL PLUG 6MM,2026-01-01,,confirmed_order,0.55
acme,CUST-004,004852475,ACM-BALL0831,bosco wall plug 6mm red,2026-01-01,2026-03-31,manual_import,1.0
nordic,CUST-005,005957017,NRD-BEEF0259,full cream fresh,2026-01-01,2026-03-31,manual_import,1.0
nordic,CUST-008,NRD-MOZZ0487,NRD-PUFF0244B,CAPE BAY PUFF PASTRY SHEET 2KG (BULK),2026-01-01,,manual_import,1.0
acme,CUST-007,007834019,ACM-CABL0287-OLD,Cable Tie Black,2026-01-01,,manual_import,1.0
acme,CUST-001,001675580,ACM-NITR0536,vermont nitrile xl,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008483129,ACM-GIWI0789,Gi #18 Hard Drawn,2026-01-01,,inferred_match,0.72
acme,CUST-005,005400853,ACM-MASK0745,masking tape 12mm high temp,2026-01-01,,confirmed_order,0.55
nordic,CUST-007,007025436,NRD-CHIC0169,Halberg Breast 1Kg,2026-01-01,,manual_import,1.0
nordic,CUST-002,002908220,NRD-CHIC0087,Sisu Breast Whole 1Kg,2026-01-01,,inferred_match,1.0
nordic,CUST-008,008778040,NRD-PUFF0063,puff sheet,2026-01-01,,inferred_match,0.55
nordic,CUST-007,007437181,NRD-CHIC0289,Golden Pantry Chicken Breast Whole 1Kg,2026-01-01,,manual_import,1.0
acme,CUST-007,NRD-PVCP0432,ACM-NITR0768,GLOVE S BLACK,2026-01-01,,manual_import,0.72
nordic,CUST-004,004606567,NRD-SALM0142,fillet portion 5kg,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008099581,NRD-SALM0414,Nordvik Fillet Portion 3Kg,2026-01-01,,manual_import,0.55
acme,CUST-008,008966835,ACM-PVCP0482,Stallion Pvc Pipe Class D,2026-01-01,,confirmed_order,1.0
acme,CUST-006,006478144,ACM-NITR0808,Vermont Nitrile Glove L Blue,2026-01-01,,manual_import,0.55
acme,CUST-004,004415344,ACM-ANGL0444,"angle 4.5"" flap",2026-01-01,,confirmed_order,1.0
acme,CUST-006,006130735,ACM-BALL0493,"ball valve 3/4"" brass",2026-01-01,,inferred_match,0.72
acme,CUST-003,003124622,ACM-CABL0340,BOSCO CABLE TIE 450MM BLACK,2026-01-01,,confirmed_order,1.0
nordic,CUST-002,002505493,NRD-PUFF0444,fjordal puff sheet 5kg,2026-01-01,,inferred_match,1.0
acme,CUST-001,001671030,ACM-HEXB0566,vermont hex m12x60 zinc,2026-01-01,,inferred_match,1.0
nordic,CUST-004,004297894,NRD-CHIC0240,GOLDEN PANTRY CHICKEN BREAST STRIPS,2026-01-01,,manual_import,0.72
acme,CUST-001,001585043,ACM-CABL0321,Remax Cable 450Mm Natural,2026-01-01,,confirmed_order,1.0
nordic,CUST-004,004770628,NRD-CHIC0324-OLD,Fjordal Chicken Whole 2kg,2026-01-01,,manual_import,1.0
nordic,CUST-005,005879161,NRD-SALM0350,nordvik salmon fillet side,2026-01-01,,confirmed_order,1.0
acme,CUST-004,004599144,ACM-CABL0772,Bosco Tie 200Mm Black,2026-01-01,,manual_import,0.55
nordic,CUST-004,NRD-SQUI0112,NRD-SALM0449,sisu salmon 5kg,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005444160,ACM-PVCP0284,hex bolt stainless 316,2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-004,004007634,ACM-ANGL0753,"Remax Angle Grinder Disc 4"" Flap",2026-01-01,,confirmed_order,1.0
acme,CUST-002,002416143,ACM-NITR0903-OLD,Nitrile Glove S Blue,2026-01-01,,manual_import,1.0
nordic,CUST-004,004479145,NRD-CHIC0466,SISU CHICKEN BREAST,2026-01-01,,manual_import,1.0
acme,CUST-002,002197854,ACM-MASK0183,kanto masking tape 24mm general,2026-01-01,,inferred_match,0.55
acme,CUST-002,002816089,ACM-PVCP0099,Hitex Pvc Pipe 32Mm Class C,2026-01-01,,confirmed_order,0.55
nordic,CUST-006,006791081,NRD-VANI0060,Ice 4L,2026-01-01,,confirmed_order,0.55
nordic,CUST-007,007272385,NRD-SALM0457,Side 5Kg,2026-01-01,,confirmed_order,0.55
acme,CUST-005,005758498,ACM-HOSE0911-OLD,Tolsen Clip SS304,2026-01-01,,manual_import,1.0
nordic,CUST-002,002863410,NRD-SALM0276,Pantry Fillet Trim D 5Kg,2026-01-01,,confirmed_order,0.55
acme,CUST-007,007458843,ACM-HEXB0848,TOLSEN HEX BOLT M10X50,2026-01-01,,confirmed_order,1.0
acme,CUST-006,006653088,ACM-CABL0958,Cable Tie 200Mm,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008113383,ACM-HEXB0769,Kanto Hex Bolt M6X50 Stainless,2026-01-01,,inferred_match,0.72
nordic,CUST-005,005013784,NRD-CHIC0468,NORDVIK CHICKEN 5KG,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003687296,ACM-SELF0995,"SELF DRILLING #10 1-1/2"" STAINLESS 410",2026-01-01,,manual_import,0.72
nordic,CUST-003,003404338,NRD-BUTT0092,butter sheet 5kg,2026-01-01,,confirmed_order,0.55
nordic,CUST-003,003448467,NRD-MOZZ0152,Cape Bay Mozzarella Shredded 2Kg,2026-01-01,,manual_import,1.0
nordic,CUST-001,001687241,NRD-POTA0017,sisu fries 1kg,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003603835,ACM-CABL1003-OLD,Stallion Cable Tie Black,2026-01-01,,manual_import,1.0
acme,CUST-005,005291136,ACM-SAFE0822,REMAX HELMET WHITE,2026-01-01,,confirmed_order,1.0
acme,CUST-004,004612851,ACM-GIWI0627,Wire Hard Drawn,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003475568,NRD-POTA0418,GOLDEN POTATO FRIES 7MM,2026-01-01,,confirmed_order,1.0
nordic,CUST-006,006904893,NRD-CHIC0096,golden pantry chicken breast diced 10kg,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007530866,ACM-MASK0878,TOLSEN TAPE 12MM HIGH TEMP,2026-01-01,,confirmed_order,0.55
acme,CUST-008,008432634,ACM-SELF0611,"Stallion Self Drilling Screw X 1"" Zinc Plated",2026-01-01,,manual_import,0.55
acme,CUST-006,006311610,ACM-NITR0492,Bosco Nitrile Glove Xl Black,2026-01-01,,confirmed_order,0.55
nordic,CUST-001,001583974,NRD-MOZZ0018,Golden Pantry Mozzarella Shredded,2026-01-01,,inferred_match,1.0
acme,CUST-001,001366111,ACM-BALL0334,"Ball Valve 3/4"" Pvc",2026-01-01,,manual_import,1.0
acme,CUST-005,005848136,ACM-HEXB0089B,Hex Bolt Zinc (Bulk),2026-01-01,,manual_import,1.0
acme,CUST-002,002360473,ACM-HOSE0938,HOSE CLIP 38-50MM SS304,2026-01-01,,confirmed_order,0.55
acme,CUST-004,004400389,ACM-BALL0622,stallion ball valve ss304,2026-01-01,,confirmed_order,0.55
nordic,CUST-007,007508438,NRD-BEEF0187,Golden Pantry Beef Patty 150G,2026-01-01,,confirmed_order,0.72
nordic,CUST-005,005815769,NRD-CHIC0204,10KG,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007420999,ACM-CABL0287-OLD,Kanto Cable Tie,2026-01-01,,manual_import,1.0
acme,CUST-001,001583771,ACM-HEXB0476,BOSCO HEX BOLT M12X60 ZINC PLATED,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003568353,NRD-CHIC0107,Chicken Breast Strips 2Kg,2026-01-01,,manual_import,1.0
acme,CUST-008,008437288,ACM-CABL0654,tie 300mm white,2026-01-01,,manual_import,1.0
acme,CUST-007,007643595,ACM-HEXB0449,kanto bolt m10x50 stainless,2026-01-01,,manual_import,1.0
acme,CUST-005,005416010,ACM-HEXB0734,HITEX,2026-01-01,,confirmed_order,0.55
acme,CUST-004,004785467,ACM-SELF0326,"KANTO SELF DRILLING #8 3/4"" ZINC PLATED",2026-01-01,,manual_import,1.0
acme,CUST-006,006306096,ACM-PVCP0854,stallion pvc pipe 50mm class d,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008685625,NRD-SALM0216,fjordal salmon fillet 1kg,2026-01-01,,confirmed_order,1.0
nordic,CUST-002,002209510,NRD-VANI0479,HALBERG FULL CREAM MILK UHT,2026-01-01,2026-03-31,manual_import,0.55
nordic,CUST-004,004046571,NRD-PRAW0475,PANTRY PRAWN 21/25 2KG,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008426445,ACM-PVCP0640,Bosco Pvc Pipe 15Mm Class D,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001828747,ACM-PVCP0994-OLD,Kanto PVC Pipe Class D,2026-01-01,,manual_import,1.0
nordic,CUST-005,005185944,NRD-PRAW0384,Golden Pantry Prawn 16/20 1Kg,2026-01-01,,inferred_match,1.0
acme,CUST-001,001089043,ACM-SELF0979,"VERMONT SCREW X 2"" STAINLESS 410",2026-01-01,,inferred_match,1.0
acme,CUST-005,005641691,ACM-MASK0596,STALLION MASKING TAPE 48MM GENERAL,2026-01-01,,confirmed_order,1.0
nordic,CUST-002,002182042,NRD-BEEF0351,Fjordal Beef 200G,2026-01-01,,manual_import,1.0
acme,CUST-003,003091531,ACM-GIWI0897,gi wire drawn,2026-01-01,,inferred_match,0.72
nordic,CUST-002,002729901,NRD-MOZZ0122,Pantry Block 1Kg,2026-01-01,,inferred_match,0.55
nordic,CUST-005,005610157,NRD-SALM0350,NORDVIK SALMON FILLET SIDE,2026-01-01,,confirmed_order,1.0
acme,CUST-005,005097271,ACM-ANGL0222,"Tolsen Angle Grinder Disc 4.5""",2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003449087,NRD-CHIC0486-OLD,Fjordal Breast 1kg,2026-01-01,,manual_import,1.0
nordic,CUST-002,002198264,NRD-FULL0236,GOLDEN FULL MILK 1L,2026-01-01,,manual_import,1.0
nordic,CUST-001,001187045,NRD-POTA0401,SISU POTATO FRIES 2.5KG,2026-01-01,,manual_import,1.0
acme,CUST-002,002870776,ACM-MASK0291,stallion tape high temp,2026-01-01,,manual_import,0.72
acme,CUST-006,006111861,ACM-HEXB1044-OLD,Hitex Hex Bolt M12x60 HDG,2026-01-01,,manual_import,1.0
nordic,CUST-005,005472769,NRD-SALM0100,Nordvik Salmon Fillet Side 5Kg,2026-01-01,,inferred_match,1.0
acme,CUST-007,007311948,ACM-HOSE0102,kanto hose clip 19-25mm zinc,2026-01-01,,confirmed_order,0.72
nordic,CUST-003,003221241,NRD-POTA0443,Nordvik Fries Crinkle,2026-01-01,,confirmed_order,0.55
acme,CUST-008,008453863,ACM-HEXB0431,bolt,2026-01-01,,confirmed_order,0.55
nordic,CUST-008,008072523,NRD-POTA0225,fjordal potato fries 7mm 1kg,2026-01-01,,inferred_match,1.0
nordic,CUST-006,006125702,NRD-BEEF0255,sisu beef patty 150g,2026-01-01,,manual_import,0.55
acme,CUST-004,004062880,ACM-WALL0705,Tolsen Wall Plug 10Mm Brown,2026-01-01,,confirmed_order,1.0
nordic,CUST-006,006937625,NRD-MOZZ0364,nordvik mozzarella,2026-01-01,,manual_import,1.0
nordic,CUST-001,001109264,NRD-BEEF0476,Fjordal Beef 150G 24S,2026-01-01,,manual_import,1.0
nordic,CUST-003,003930918,NRD-MOZZ0400,CAPE BAY MOZZARELLA SHREDDED,2026-01-01,,manual_import,1.0
nordic,CUST-002,002920999,NRD-SALM0404,Halberg Salmon,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003507185,ACM-ANGL0773,"angle grinder disc 5"" cutting",2026-01-01,,manual_import,0.55
nordic,CUST-003,003180304,NRD-BUTT0312,cape bay 1kg,2026-01-01,2026-03-31,manual_import,0.55
nordic,CUST-008,008837509,NRD-MOZZ0483,nordvik mozzarella diced 2kg,2026-01-01,,manual_import,0.55
acme,CUST-007,007546502,ACM-SAFE1038,SAFETY HELMET,2026-01-01,,confirmed_order,0.72
acme,CUST-003,003591265,ACM-PVCP0640B,Pipe 15Mm Class (Bulk),2026-01-01,,confirmed_order,0.72
acme,CUST-005,005087635,ACM-GIWI0252,WIRE SOFT,2026-01-01,,confirmed_order,1.0
acme,CUST-008,008136791,ACM-PVCP0561,40MM,2026-01-01,,inferred_match,1.0
acme,CUST-004,004475079,ACM-ANGL0448,stallion angle grinder disc grinding,2026-01-01,,confirmed_order,1.0
nordic,CUST-005,005835981,NRD-CHIC0253-OLD,Diced 5kg,2026-01-01,,manual_import,1.0
nordic,CUST-002,002465504,NRD-BEEF0185,Squid Raw 2Kg,2026-01-01,2026-03-31,manual_import,0.72
nordic,CUST-007,007296441,NRD-CHIC0359,fjordal chicken diced 5kg,2026-01-01,,inferred_match,1.0
nordic,CUST-002,002054633,NRD-CHIC0396,halberg chicken breast 2kg,2026-01-01,,confirmed_order,0.72
acme,CUST-006,006858772,ACM-WALL1006,Wall,2026-01-01,,confirmed_order,0.72
acme,CUST-004,NRD-HOSE0317,ACM-GIWI0840,tolsen gi #18,2026-01-01,,inferred_match,0.72
nordic,CUST-007,007659338,NRD-SALM0350,NORDVIK SALMON FILLET SIDE 1KG,2026-01-01,,manual_import,0.72
acme,CUST-008,NRD-WALL0184,ACM-SELF0149,self screw #8 x stainless,2026-01-01,,confirmed_order,1.0
nordic,CUST-001,001042604,NRD-CHIC0359,breast,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003974405,ACM-ANGL0067,"TOLSEN ANGLE GRINDER DISC 7""",2026-01-01,,manual_import,1.0
nordic,CUST-004,004321889,NRD-SALM0294,HALBERG FILLET SIDE,2026-01-01,,confirmed_order,1.0
nordic,CUST-003,003577647,NRD-BUTT0003,Fjordal Butter Block 250G,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008758567,NRD-BEEF0209,NORDVIK BEEF 200G 12S,2026-01-01,,inferred_match,1.0
nordic,CUST-001,001137542,NRD-BUTT0491-OLD,Halberg Butter,2026-01-01,,manual_import,1.0
acme,CUST-003,003226443,ACM-HEXB0902,vermont hex bolt m10x50 hdg,2026-01-01,,inferred_match,0.55
nordic,CUST-002,002680887,NRD-CHIC0375,CAPE CHICKEN BREAST WHOLE 2KG,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007709101,ACM-HEXB0860,REMAX BOLT M8X75 ZINC,2026-01-01,,manual_import,0.72
nordic,CUST-007,007661584,NRD-FULL0120,cream 1l,2026-01-01,,inferred_match,1.0
acme,CUST-003,003377542,ACM-HOSE0980B,BOSCO 19-25MM (BULK),2026-01-01,,inferred_match,0.72
acme,CUST-002,002727011,ACM-PVCP0192,STALLION PVC PIPE E,2026-01-01,,confirmed_order,0.55
acme,CUST-006,006495314,ACM-GIWI0811-OLD,Vermont GI #18 Soft,2026-01-01,,manual_import,1.0
acme,CUST-006,006217843,ACM-BALL0667,"Stallion Ball Valve 1-1/4""",2026-01-01,,confirmed_order,1.0
nordic,CUST-005,005430165,NRD-POTA0325,Nordvik Potato Fries Wedge 1Kg,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007385937,ACM-MASK0784,Hitex Hose 19-25Mm,2026-01-01,2026-03-31,manual_import,1.0
nordic,CUST-003,003270856,NRD-MOZZ0483,NORDVIK MOZZARELLA DICED,2026-01-01,,confirmed_order,0.55
acme,CUST-005,005832151,ACM-HEXB0658,kanto hex zinc plated,2026-01-01,,manual_import,1.0
acme,CUST-007,007744439,ACM-WALL1021,Hitex Wall 6Mm Brown,2026-01-01,,confirmed_order,1.0
acme,CUST-002,002679432,ACM-PVCP0171,Tolsen Pipe 32Mm Class E,2026-01-01,,confirmed_order,0.72
acme,CUST-005,005178210,ACM-PVCP0561-OLD,Stallion Pipe D,2026-01-01,,manual_import,1.0
acme,CUST-005,005887493,ACM-PVCP0220,vermont pipe 25mm class e,2026-01-01,,manual_import,0.72
acme,CUST-004,004949441,ACM-BALL0831,"Ball Valve 1/2""",2026-01-01,,confirmed_order,1.0
nordic,CUST-005,005510016,NRD-BUTT0093-OLD,Golden Pantry Unsalted Sheet,2026-01-01,,manual_import,1.0
nordic,CUST-004,004540623,NRD-BEEF0423,Cape Beef Patty,2026-01-01,,inferred_match,1.0
nordic,CUST-006,006139697,NRD-BEEF0351,beef patty 200g 12s,2026-01-01,,inferred_match,1.0
acme,CUST-005,005977042,ACM-ANGL1000,"STALLION ANGLE GRINDER DISC 4"" CUTTING",2026-01-01,,confirmed_order,0.72
acme,CUST-001,001529107,ACM-HEXB1062,STALLION HEX M8X30 STAINLESS 316,2026-01-01,,confirmed_order,0.55
acme,CUST-008,008293898,ACM-PVCP0994-OLD,Kanto Pipe D,2026-01-01,,manual_import,1.0
acme,CUST-008,008448163,ACM-SELF0349,"Self Drilling Screw #8 1"" Stainless 410",2026-01-01,,inferred_match,0.72
acme,CUST-007,007374339,ACM-PVCP0577,Tolsen Pipe 40Mm Class,2026-01-01,,inferred_match,1.0
nordic,CUST-005,005430165,NRD-FULL0264,Nordvik Potato Fries Wedge 1Kg,2026-01-01,2026-03-31,manual_import,1.0
acme,CUST-002,002057203,ACM-HEXB0145,TOLSEN HEX BOLT M12X60 STAINLESS 304,2026-01-01,,inferred_match,1.0
acme,CUST-006,006647827,ACM-CABL0496,BOSCO TIE 100MM BLACK,2026-01-01,,confirmed_order,0.72
nordic,CUST-002,002262346,NRD-CHIC0167,STRIPS 5KG,2026-01-01,,manual_import,1.0
nordic,CUST-004,004860137,NRD-PUFF0305,PUFF PASTRY BLOCK,2026-01-01,,inferred_match,0.55
nordic,CUST-008,008911159,NRD-PUFF0296,PUFF BLOCK 5KG,2026-01-01,,inferred_match,1.0
acme,CUST-005,005059561,ACM-BALL0618,"valve 1-1/4"" brass",2026-01-01,,confirmed_order,1.0
acme,CUST-005,005450467,ACM-HEXB0743-OLD,Vermont Hex Bolt Stainless 316,2026-01-01,,manual_import,1.0
nordic,CUST-005,005020869,NRD-FULL0024,Sisu Full Uht 200Ml,2026-01-01,,manual_import,0.55
acme,CUST-007,007762988,ACM-SAFE0202,VERMONT HELMET,2026-01-01,,confirmed_order,1.0
nordic,CUST-004,004479600,NRD-VANI0075,Halberg Vanilla Cone 4L,2026-01-01,,confirmed_order,0.72
nordic,CUST-006,006682776,NRD-SALM0405B,HALBERG FILLET PORTION 1KG (BULK),2026-01-01,,inferred_match,0.55
acme,CUST-005,005645227,ACM-CABL0329,REMAX CABLE 100MM BLACK,2026-01-01,,confirmed_order,1.0
nordic,CUST-006,006721808,NRD-SQUI0252,golden pantry squid ring 1kg,2026-01-01,,confirmed_order,0.55
acme,CUST-008,008692016,ACM-HEXB0848,tolsen hex bolt m10x50 hdg,2026-01-01,,confirmed_order,1.0
acme,CUST-007,007895118,ACM-SAFE0579-OLD,Helmet Yellow,2026-01-01,,manual_import,1.0
acme,CUST-001,001089337,ACM-CABL0369,CABLE TIE 150MM,2026-01-01,,inferred_match,0.72
acme,CUST-006,006776472,ACM-BALL0929,Hitex Ball Ss304,2026-01-01,,confirmed_order,0.55
acme,CUST-001,001219260,ACM-SELF0318,drilling screw #8 x zinc plated,2026-01-01,,confirmed_order,0.72
acme,CUST-002,002433957,ACM-HEXB0456,HITEX HEX ZINC PLATED,2026-01-01,,confirmed_order,1.0
acme,CUST-001,001225526,ACM-NITR0977,pvc 32mm class,2026-01-01,2026-03-31,manual_import,1.0
nordic,CUST-006,006053336,NRD-BUTT0436,fjordal unsalted block 5kg,2026-01-01,,confirmed_order,1.0
acme,CUST-003,003507185,ACM-SAFE0920,"angle grinder disc 5"" cutting",2026-01-01,2026-03-31,manual_import,0.55
acme,CUST-008,008026230,ACM-ANGL0942,"bosco angle grinder 5"" grinding",2026-01-01,,confirmed_order,0.72
acme,CUST-006,006961791,ACM-BALL0551,"BOSCO BALL VALVE 1-1/4"" BRASS",2026-01-01,,confirmed_order,0.55
acme,CUST-006,006102644,ACM-BALL0413,Ss304,2026-01-01,,confirmed_order,0.72
acme,CUST-007,007328951,ACM-PVCP0666B,STALLION PVC PIPE CLASS C,2026-01-01,,confirmed_order,1.0
nordic,CUST-004,004123863,NRD-BEEF0019,HALBERG PATTY 150G,2026-01-01,,confirmed_order,1.0
nordic,CUST-008,008522446,NRD-BUTT0211,Butter Unsalted Block 500G,2026-01-01,,inferred_match,1.0
nordic,CUST-001,001426930,NRD-BEEF0355,Golden Pantry Patty 100G 48S,2026-01-01,,inferred_match,0.55
acme,CUST-002,002782231,ACM-BALL0851,"Bosco Ball Valve 1"" Pvc",2026-01-01,,manual_import,1.0
nordic,CUST-006,006759563,NRD-CHIC0329,cape bay breast strips 5kg,2026-01-01,,confirmed_order,1.0
